"","Tickers","Names"
"5844","TTWO","(Take-Two Interactive)"
"5845","TU","(TELUS Corporation)"
"5846","TUEM","(TUESDAY MORNING CORP. COMMON STOCK)"
"5847","TUFN","(TUFIN SOFTWARE TECHNOLOGIES LTD. ORDINARY SHARES)"
"5848","TUP","(Tupperware Brands)"
"5849","TURN","(180 DEGREE CAPITAL CORP. COMMON STOCK)"
"5850","TUSK","(MAMMOTH ENERGY SERVICES INC. COMMON STOCK)"
"5851","TUYA","(Tuya)"
"5852","TV","(Grupo Televisa S.A.B.)"
"5853","TVC","(TENNESSEE VALLEY AUTHORITY COMMON STOCK)"
"5854","TVE","(TENNESSEE VALLEY AUTHORITY)"
"5855","TW","(Tradeweb Markets)"
"5856","TWI","(Titan International)"
"5857","TWIN","(TWIN DISC INCORPORATED COMMON STOCK)"
"5858","TWLO","(Twilio)"
"5859","TWLV","(TWELVE SEAS INVESTMENT COMPANY II CLASS A COMMON STOCK)"
"5860","TWLVU","(TWELVE SEAS INVESTMENT COMPANY II UNIT)"
"5861","TWLVW","(TWELVE SEAS INVESTMENT COMPANY II WARRANT)"
"5862","TWN","(TAIWAN FUND INC. (THE) COMMON STOCK)"
"5863","TWNK","(Hostess Brands)"
"5864","TWO","(Two Harbors Investment)"
"5865","TWOA","(two)"
"5866","TWST","(Twist Bioscience)"
"5867","TWTR","(Twitter)"
"5868","TX","(Ternium S.A.)"
"5869","TXG","(10x Genomics)"
"5870","TXMD","(Therapeuticsmd)"
"5871","TXN","(Texas Instruments)"
"5872","TXRH","(Texas Roadhouse)"
"5873","TXT","(Textron)"
"5874","TY","(TRI CONTINENTAL CORPORATION COMMON STOCK)"
"5875","TYG","(TORTOISE ENERGY INFRASTRUCTURE CORPORATION COMMON STOCK)"
"5876","TYL","(Tyler Technologies)"
"5877","TYME","(Tyme Technologies)"
"5878","TZOO","(TRAVELZOO COMMON STOCK)"
"5879","U","(Unity Software)"
"5880","UA","(Under Armour Class C)"
"5881","UAA","(Under Armour Class A)"
"5882","UAL","(United Continental Holdings)"
"5883","UAMY","(UNITED STATES ANTIMONY CORPORATION COMMON STOCK)"
"5884","UAVS","(AGEAGLE AERIAL SYSTEMS INC. COMMON STOCK)"
"5885","UBA","(Urstadt Biddle Properties)"
"5886","UBCP","(UNITED BANCORP INC. COMMON STOCK)"
"5887","UBER","(Uber Technologies)"
"5888","UBFO","(United Security)"
"5889","UBOH","(UNITED BANCSHARES INC. COMMON STOCK)"
"5890","UBP","(Urstadt Biddle Properties Inc.)"
"5891","UBS","(UBS Group AG)"
"5892","UBSI","(United Bankshares)"
"5893","UBX","(Unity Biotechnology)"
"5894","UCBI","(United Community Banks)"
"5895","UCBIO","(UNITED COMMUNITY BANKS INC. DEPOSITARY SHARES EACH REPRESENTING 1/1000TH INTEREST IN A SHARE OF SERIES I NON-CUMULATIVEPREFERRED STOCK)"
"5896","UCL","(Unocal Co)"
"5897","UCTT","(Ultra Clean)"
"5898","UDR","(UDR Inc)"
"5899","UE","(Urban Edge Properties)"
"5900","UEC","(Uranium Energy)"
"5901","UEIC","(Universal Electronics)"
"5902","UFAB","(UNIQUE FABRICATING INC. COMMON STOCK)"
"5903","UFCS","(United Fire Group)"
"5904","UFI","(Unifi)"
"5905","UFPI","(UFP Industries)"
"5906","UFPT","(Ufp Technologies)"
"5907","UG","(UNITED-GUARDIAN INC. COMMON STOCK)"
"5908","UGI","(UGI Corporation)"
"5909","UGIC","(UGI CORPORATION CORPORATE UNITS)"
"5910","UGP","(Ultrapar Participacoes S.A.)"
"5911","UGRO","(URBAN-GRO INC. COMMON STOCK)"
"5912","UHAL","(Amerco)"
"5913","UHS","(Universal Health Services)"
"5914","UHT","(Universal Health Realty)"
"5915","UI","(Ubiquiti Networks)"
"5916","UIHC","(United Insurance)"
"5917","UIS","(Unisys)"
"5918","UK","(UCOMMUNE INTERNATIONAL LTD ORDINARY SHARES)"
"5919","UKOMW","(UCOMMUNE INTERNATIONAL LTD WARRANT EXPIRING 11/17/2025)"
"5920","UL","(UNILEVER PLC COMMON STOCK)"
"5921","ULBI","(Ultralife Batteries)"
"5922","ULCC","(Frontier Group Holdings)"
"5923","ULH","(Universal Logistics)"
"5924","ULTA","(Ulta Beauty)"
"5925","UMBF","(UMB Financial Corporation)"
"5926","UMC","(United Microelectronics Corporation)"
"5927","UMH","(Umh Properties)"
"5928","UMPQ","(Umpqua Holdings Corporation)"
"5929","UNAM","(UNICO AMERICAN CORPORATION COMMON STOCK)"
"5930","UNB","(UNION BANKSHARES INC. COMMON STOCK)"
"5931","UNCY","(Unicycive Therapeutics)"
"5932","UNF","(Unifirst)"
"5933","UNFI","(United Natural Foods)"
"5934","UNH","(United Health Group)"
"5935","UNIT","(Unit Group)"
"5936","UNM","(Unum Group)"
"5937","UNP","(Union Pacific)"
"5938","UNTY","(Unity Bancorp)"
"5939","UNVR","(Univar Solutions)"
"5940","UONE","(URBAN ONE INC. CLASS A COMMON STOCK)"
"5941","UONEK","(URBAN ONE INC. CLASS D COMMON STOCK)"
"5942","UP","(Wheels Up Experience Inc.)"
"5943","UPC","(Union Planters)"
"5944","UPLD","(Upland Software)"
"5945","UPS","(United Parcel Service)"
"5946","UPST","(Upstart Holdings)"
"5947","UPWK","(Upwork)"
"5948","URBN","(URBAN OUTFITTERS)"
"5949","URG","(UR ENERGY INC COMMON SHARES (CANADA))"
"5950","URGN","(Urogen Pharma)"
"5951","URI","(United Rentals)"
"5952","UROY","(Uranium Royalty)"
"5953","USA","(LIBERTY ALL-STAR EQUITY FUND COMMON STOCK)"
"5954","USAC","(USA COMPRESSION PARTNERS LP)"
"5955","USAK","(USA TRUCK INC. COMMON STOCK)"
"5956","USAP","(UNIVERSAL STAINLESS & ALLOY PRODUCTS INC. COMMON STOCK)"
"5957","USAS","(AMERICAS GOLD AND SILVER CORPORATION COMMON SHARES NO PAR VALUE)"
"5958","USAU","(U.S. GOLD CORP. COMMON STOCK)"
"5959","USB","(U.S. Bancorp)"
"5960","USB.A","(U.S. BANCORP DEPOSITARY SHARES EACH REPRESENTING A 1/100TH INTEREST IN A SHARE OF SERIES A NON-CUMULATIVEPERPETUAL PFD STOCK)"
"5961","USB.H","(U.S. BANCORP DEPOSITARY SHARES REPSTG 1/1000TH PFD SER B)"
"5962","USB.P","(U.S. BANCORP DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF SERIES K NON-CUMULATIVE PERPETUAL PREFERRED STOCK)"
"5963","USB.Q","(U.S. BANCORP DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF SERIES L NON-CUMULATIVE PERPETUAL PREFERRED STOCK)"
"5964","USB.R","(U.S. BANCORP DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF SERIES M NON-CUMULATIVE PERPETUAL PREFERRED STOCK)"
"5965","USB.S","(U.S. BANCORP DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF SERIES O NON-CUMULATIVE PERPETUAL PREFERRED STOCK)"
"5966","USCB","(USCB FINANCIAL HOLDINGS INC. CLASS A COMMON STOCK)"
"5967","USCT","(TKB CRITICAL TECHNOLOGIES 1 CLASS A ORDINARY SHARES)"
"5968","USDP","(USD PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTEREST)"
"5969","USEG","(U.S. ENERGY CORP. COMMON STOCK)"
"5970","USER","(USERTESTING INC. COMMON STOCK)"
"5971","USFD","(US Foods Holding)"
"5972","USIO","(USIO INC. COMMON STOCK)"
"5973","USLM","(United States Lime)"
"5974","USM","(United States Cellular)"
"5975","USNA","(Usana Health Sciences)"
"5976","USPH","(U.S. Physical Therapy)"
"5977","USWS","(U.S. WELL SERVICES INC. CLASS A COMMON STOCK)"
"5978","USWSW","(U.S. WELL SERVICES INC. WARRANTS)"
"5979","USX","(Us Xpress Enterprises)"
"5980","UTF","(Cohen & Steers Infrastructure Fund)"
"5981","UTG","(REAVES UTILITY INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"5982","UTHR","(United Therapeutics Corporation)"
"5983","UTI","(Universal Technical Inst)"
"5984","UTL","(Unitil)"
"5985","UTMD","(Utah Medical Products)"
"5986","UTME","(UTime)"
"5987","UTRS","(MINERVA SURGICAL INC. COMMON STOCK)"
"5988","UTSI","(UTSTARCOM HOLDINGS CORP. ORDINARY SHARES)"
"5989","UUU","(UNIVERSAL SECURITY INSTRUMENTS INC. COMMON STOCK)"
"5990","UUUU","(Energy Fuels)"
"5991","UVE","(Universal Insurance)"
"5992","UVV","(Universal)"
"5993","UWMC","(UWM Holdings Corporation)"
"5994","UXIN","(UXIN LIMITED ADS)"
"5995","V","(Visa)"
"5996","VABK","(VIRGINIA NATIONAL BANKSHARES CORPORATION COMMON STOCK)"
"5997","VAC","(Marriott Vacations Worldwide Corporation)"
"5998","VACC","(Vaccitech)"
"5999","VAL","(Ensco plc)"
"6000","VALE","(VALE S.A. AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE COMMON SHARE)"
"6001","VALN","(Valneva)"
"6002","VALU","(Value Line)"
"6003","VAPO","(Vapotherm)"
"6004","VATE","(INNOVATE CORP. COMMON STOCK)"
"6005","VBF","(INVESCO BOND FUND COMMON STOCK)"
"6006","VBFC","(VILLAGE BANK AND TRUST FINANCIAL CORP. COMMON STOCK)"
"6007","VBIV","(Vbi Vaccines)"
"6008","VBLT","(VASCULAR BIOGENICS LTD. ORDINARY SHARES)"
"6009","VBNK","(VERSABANK COMMON SHARES)"
"6010","VC","(Visteon Corporation)"
"6011","VCIF","(VERTICAL CAPITAL INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"6012","VCKA","(VICKERS VANTAGE CORP. I ORDINARY SHARES)"
"6013","VCKAU","(VICKERS VANTAGE CORP. I UNIT)"
"6014","VCKAW","(VICKERS VANTAGE CORP. I WARRANT)"
"6015","VCNX","(VACCINEX INC. COMMON STOCK)"
"6016","VCSA","(VACASA INC. CLASS A COMMON STOCK)"
"6017","VCTR","(VICTORY CAPITAL HOLDINGS INC. CLASS A COMMON STOCK)"
"6018","VCV","(INVESCO CALIFORNIA VALUE MUNICIPAL INCOME TRUST COMMON STOCK)"
"6019","VCYT","(Veracyte)"
"6020","VEC","(Vectrus)"
"6021","VECO","(Veeco Instruments)"
"6022","VECT","(VectivBio Holding)"
"6023","VEDU","(VISIONARY EDUCATION TECHNOLOGY HOLDINGS GROUP INC. COMMON SHARES)"
"6024","VEEE","(TWIN VEE POWERCATS CO. COMMON STOCK)"
"6025","VEEV","(Veeva Systems)"
"6026","VEL","(Velocity Financial)"
"6027","VEON","(VEON Ltd.)"
"6028","VERA","(Vera Therapeutics)"
"6029","VERB","(VERB TECHNOLOGY COMPANY INC. COMMON STOCK)"
"6030","VERBW","(VERB TECHNOLOGY COMPANY INC. WARRANT)"
"6031","VERI","(Veritone)"
"6032","VERO","(Venus Concept)"
"6033","VERU","(Veru)"
"6034","VERV","(Verve Therapeutics)"
"6035","VERX","(Vertex)"
"6036","VERY","(Vericity)"
"6037","VET","(VERMILION ENERGY INC.)"
"6038","VEV","(VICINITY MOTOR CORP. COMMON STOCK)"
"6039","VFC","(V.F.)"
"6040","VFL","(DELAWARE INVESTMENTS NATIONAL MUNICIPAL INCOME FUND COMMON STOCK)"
"6041","VG","(Vonage Holdings)"
"6042","VGFC","(THE VERY GOOD FOOD COMPANY INC. COMMON SHARES)"
"6043","VGI","(VIRTUS GLOBAL MULTI-SECTOR INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"6044","VGM","(INVESCO TRUST FOR INVESTMENT GRADE MUNICIPALS COMMON STOCK (DE))"
"6045","VGR","(Vector Group)"
"6046","VGZ","(VISTA GOLD CORP COMMON STOCK)"
"6047","VHC","(Virnetx Holding)"
"6048","VIAO","(VIA optronics AG)"
"6049","VIAV","(VIAVI SOLUTIONS)"
"6050","VICI","(VICI Properties)"
"6051","VICR","(Vicor Corporation)"
"6052","VIEW","(VIEW INC. CLASS A COMMON STOCK)"
"6053","VIEWW","(VIEW INC. WARRANT)"
"6054","VIGL","(VIGIL NEUROSCIENCE INC. COMMON STOCK)"
"6055","VII","(7GC & Co. Holdings)"
"6056","VIIAW","(7GC & CO. HOLDINGS INC. WARRANT)"
"6057","VINC","(VINCERX PHARMA INC. COMMON STOCK)"
"6058","VINE","(FRESH VINE WINE INC. COMMON STOCK)"
"6059","VINO","(GAUCHO GROUP HOLDINGS INC. COMMON STOCK)"
"6060","VINP","(Vinci Partners Investments)"
"6061","VIOT","(VIOMI TECHNOLOGY CO. LTD AMERICAN DEPOSITARY SHARES)"
"6062","VIPS","(Vipshop Holdings Limited)"
"6063","VIR","(Vir Biotechnology)"
"6064","VIRC","(VIRCO MANUFACTURING CORPORATION COMMON STOCK)"
"6065","VIRI","(Virios Therapeutics)"
"6066","VIRT","(Virtu Financial)"
"6067","VIRX","(VIRACTA THERAPEUTICS INC. COMMON STOCK)"
"6068","VISL","(VISLINK TECHNOLOGIES INC. COMMON STOCK)"
"6069","VIST","(VISTA ENERGY S.A.B. DE C.V. AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE SERIES A SHARE WITH NO PAR VALUE)"
"6070","VITL","(Vital Farms)"
"6071","VIV","(Telefonica Brasil S.A.)"
"6072","VIVE","(VIVEVE MEDICAL INC. COMMON STOCK)"
"6073","VIVK","(VIVAKOR INC. COMMON STOCK)"
"6074","VIVO","(Meridian Bioscience)"
"6075","VJET","(VOXELJET AG AMERICAN DEPOSITARY SHARES)"
"6076","VKI","(INVESCO ADVANTAGE MUNICIPAL INCOME TRUST II COMMON SHARES OF BENEFICIAL INTEREST (DE))"
"6077","VKQ","(INVESCO MUNICIPAL TRUST COMMON STOCK)"
"6078","VKTX","(Viking Therapeutics)"
"6079","VLCN","(VOLCON INC. COMMON STOCK)"
"6080","VLDRW","(VELODYNE LIDAR INC. WARRANTS)"
"6081","VLGEA","(Village Super Market)"
"6082","VLN","(VALENS SEMICONDUCTOR LTD. ORDINARY SHARES)"
"6083","VLNS","(THE VALENS COMPANY INC. COMMON SHARES)"
"6084","VLO","(Valero Energy)"
"6085","VLON","(Vallon Pharmaceuticals)"
"6086","VLRS","(CONTROLADORA VUELA COMPANIA DE AVIACION S.A.B. DE C.V. AMERICAN DEPOSITARY SHARES EACH REPRESENTING TEN (10) ORDINARY PARTICIPATION CERTIFICATES)"
"6087","VLT","(INVESCO HIGH INCOME TRUST II)"
"6088","VLTA","(Volta Inc.)"
"6089","VLY","(Valley National Bancorp)"
"6090","VLYPO","(VALLEY NATIONAL BANCORP 5.50% FIXED-TO-FLOATING RATE NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES B)"
"6091","VLYPP","(VALLEY NATIONAL BANCORP 6.25% FIXED-TO-FLOATING RATE NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES A)"
"6092","VMAR","(Vision Marine Technologies)"
"6093","VMC","(Vulcan Materials)"
"6094","VMCA","(VALUENCE MERGER CORP. I CLASS A ORDINARY SHARES)"
"6095","VMCAU","(VALUENCE MERGER CORP. I UNIT)"
"6096","VMD","(Viemed Healthcare)"
"6097","VMEO","(Vimeo)"
"6098","VMI","(Valmont Industries)"
"6099","VMO","(INVESCO MUNICIPAL OPPORTUNITY TRUST COMMON STOCK)"
"6100","VMW","(Vmware)"
"6101","VNCE","(VINCE HOLDING CORP. COMMON STOCK)"
"6102","VNDA","(Vanda Pharmaceuticals)"
"6103","VNET","(VNET GROUP INC. AMERICAN DEPOSITARY SHARES)"
"6104","VNO","(Vornado Realty Trust)"
"6105","VNOM","(Viper Energy Partners LP)"
"6106","VNRX","(Volitionrx Limited)"
"6107","VNT","(Vontier)"
"6108","VNTR","(Venator Materials PLC)"
"6109","VOC","(VOC ENERGY TRUST UNITS OF BENEFICIAL INTEREST)"
"6110","VOD","(Vodafone Group Plc)"
"6111","VOR","(Vor Biopharma)"
"6112","VORB","(VIRGIN ORBIT HOLDINGS INC. COMMON STOCK)"
"6113","VORBW","(VIRGIN ORBIT HOLDINGS INC. WARRANT)"
"6114","VOXX","(Voxx International)"
"6115","VOYA","(Voya Financial)"
"6116","VPG","(Vishay Precision Group)"
"6117","VPV","(INVESCO PENNSYLVANIA VALUE MUNICIPAL INCOME TRUST COMMON STOCK (DE))"
"6118","VQS","(VIQ SOLUTIONS INC. COMMON SHARES)"
"6119","VRA","(Vera Bradley)"
"6120","VRAR","(Glimpse Group)"
"6121","VRAY","(Viewray)"
"6122","VRCA","(Verrica Pharmaceuticals)"
"6123","VRDN","(VIRIDIAN THERAPEUTICS INC. COMMON STOCK)"
"6124","VRE","(VERIS RESIDENTIAL INC. COMMON STOCK)"
"6125","VREX","(Varex Imaging)"
"6126","VRM","(Vroom)"
"6127","VRME","(VERIFYME INC. COMMON STOCK)"
"6128","VRMEW","(VERIFYME INC. WARRANT)"
"6129","VRNA","(VERONA PHARMA PLC AMERICAN DEPOSITARY SHARE)"
"6130","VRNS","(Varonis Systems)"
"6131","VRNT","(Verint Systems)"
"6132","VRPX","(Virpax Pharmaceuticals)"
"6133","VRRM","(Verra Mobility Corp)"
"6134","VRSK","(Verisk Analytics)"
"6135","VRSN","(Verisign)"
"6136","VRT","(Vertiv Holdings Co.)"
"6137","VRTS","(Veritas Software)"
"6138","VRTV","(Veritiv Corp)"
"6139","VRTX","(Vertex Pharmaceuticals Inc)"
"6140","VS","(VERSUS SYSTEMS INC. COMMON SHARES)"
"6141","VSAT","(Viasat)"
"6142","VSCO","(Victoria's Secret)"
"6143","VSEC","(Vse)"
"6144","VSH","(Vishay Intertechnology)"
"6145","VST","(Vistra Energy)"
"6146","VSTA","(Vasta Platform)"
"6147","VSTM","(Verastem)"
"6148","VSTO","(Vista Outdoor)"
"6149","VTEX","(VTEX)"
"6150","VTN","(INVESCO TRUST FOR INVESTMENT GRADE NEW YORK MUNICIPALS COMMON STOCK)"
"6151","VTNR","(VERTEX ENERGY INC COMMON STOCK)"
"6152","VTOL","(Bristow Group)"
"6153","VTR","(Ventas Inc)"
"6154","VTRS","(Viatris)"
"6155","VTRU","(Vitru)"
"6156","VTSI","(VIRTRA INC. COMMON STOCK)"
"6157","VTVT","(Vtv Therapeutics)"
"6158","VTYX","(VENTYX BIOSCIENCES INC. COMMON STOCK)"
"6159","VUZI","(Vuzix Corporation)"
"6160","VVI","(Viad)"
"6161","VVNT","(Vivint Smart Home)"
"6162","VVOS","(Vivos Therapeutics)"
"6163","VVPR","(VIVOPOWER INTERNATIONAL PLC ORDINARY SHARES)"
"6164","VVR","(INVESCO SENIOR INCOME TRUST COMMON STOCK (DE))"
"6165","VVV","(Valvoline)"
"6166","VWE","(VINTAGE WINE ESTATES INC. COMMON STOCK)"
"6167","VWEWW","(VINTAGE WINE ESTATES INC. WARRANTS)"
"6168","VXRT","(Vaxart)"
"6169","VYGG","(Vy Global Growth)"
"6170","VYGR","(Voyager Therapeutics)"
"6171","VYNE","(VYNE THERAPEUTICS INC. COMMON STOCK)"
"6172","VYNT","(VYANT BIO INC. COMMON STOCK)"
"6173","VZ","(Verizon Communications)"
"6174","VZIO","(Vizio Holding)"
"6175","VZLA","(VIZSLA SILVER CORP. COMMON SHARES)"
"6176","W","(Wayfair)"
"6177","WAB","(Wabtec Corporation)"
"6178","WABC","(Westamerica Bancorp)"
"6179","WAFD","(Washington Federal)"
"6180","WAFDP","(WASHINGTON FEDERAL INC. DEPOSITARY SHARES)"
"6181","WAFU","(WAH FU EDUCATION GROUP LIMITED ORDINARY SHARES)"
"6182","WAL","(Western Alliance Bancorporation)"
"6183","WASH","(Washington Trust)"
"6184","WAT","(Waters Corporation)"
"6185","WATT","(ENERGOUS CORPORATION COMMON STOCK)"
"6186","WAVD","(WAVEDANCER INC. COMMON STOCK)"
"6187","WAVE","(Eco Wave Power Global)"
"6188","WB","(Weibo Corporation)"
"6189","WBA","(Walgreens Boots Alliance)"
"6190","WBD","(Warner Bros Discovery)"
"6191","WBS","(Webster Financial Corporation)"
"6192","WBT","(Welbilt)"
"6193","WBX","(WALLBOX N.V. CLASS A ORDINARY SHARES)"
"6194","WCC","(Wesco International)"
"6195","WCC.A","(WESCO INTERNATIONAL INC. DEPOSITARY SHARES EACH REPRESENTING 1/1000TH INTEREST IN A SHARE OF SERIES A FIXED-RATE RESET CUMULATIVE PERPETUAL PREFERRED STOCK)"
"6196","WCN","(Waste Connections)"
"6197","WD","(Walker & Dunlop)"
"6198","WDAY","(Workday)"
"6199","WDC","(Western Digital)"
"6200","WDFC","(Wd-40)"
"6201","WDH","(Waterdrop)"
"6202","WDI","(WESTERN ASSET DIVERSIFIED INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"6203","WDS","(WOODSIDE ENERGY GROUP LIMITED AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE ORDINARY SHARE)"
"6204","WE","(WeWork Inc.)"
"6205","WEA","(WESTERN ASSET BOND FUND SHARE OF BENEFICIAL INTEREST)"
"6206","WEBR","(Weber)"
"6207","WEC","(Wec Energy Group Inc)"
"6208","WEJO","(WEJO GROUP LIMITED COMMON SHARES)"
"6209","WEJOW","(WEJO GROUP LIMITED WARRANT)"
"6210","WELL","(Welltower)"
"6211","WEN","(The Wendy's Company)"
"6212","WERN","(Werner Enterprises)"
"6213","WES","(Western Midstream Partners LP)"
"6214","WETF","(Wisdomtree Investments)"
"6215","WEX","(WEX)"
"6216","WEYS","(Weyco Group)"
"6217","WF","(WOORI FINANCIAL GROUP INC. AMERICAN DEPOSITARY SHARES (EACH REPRESENTING THREE (3) SHARES OF COMMON STOCK))"
"6218","WFC","(Wells Fargo)"
"6219","WFC.A","(WELLS FARGO & COMPANY DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL CLASS A PREFERRED STOCK SERIES AA)"
"6220","WFC.C","(WELLS FARGO & COMPANY DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL CLASS A PREFERRED STOCK SERIES CC)"
"6221","WFC.D","(WELLS FARGO & COMPANY DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL CLASS A PREFERRED STOCK SERIES DD)"
"6222","WFC.Q","(WELLS FARGO & COMPANY DEPOSITARY SHARES REPRESENTING 1/1000TH INTEREST PERPETUAL PREFERRED CLASS A SERIES Q FIXED TO FLOATING)"
"6223","WFC.R","(WELLS FARGO & COMPANY DEP SHS REPSTG 1/1000TH INT PERP PFD CL A (SER R FIXED TO FLLTG))"
"6224","WFC.Y","(WELLS FARGO & COMPANY DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL CLASS A PREFERRED STOCK SERIES Y)"
"6225","WFC.Z","(WELLS FARGO & COMPANY DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL CLASS A PREFERRED STOCK SERIES Z)"
"6226","WFCF","(WHERE FOOD COMES FROM INC. COMMON STOCK)"
"6227","WFG","(West Fraser Timber Co. Ltd)"
"6228","WFRD","(Weatherford International plc Ordinary Shares)"
"6229","WGO","(Winnebago Industries)"
"6230","WH","(Wyndham Hotels & Resorts)"
"6231","WHD","(Cactus)"
"6232","WHF","(WHITEHORSE FINANCE INC. COMMON STOCK)"
"6233","WHLM","(WILHELMINA INTERNATIONAL INC. COMMON STOCK)"
"6234","WHLR","(WHEELER REAL ESTATE INVESTMENT TRUST INC. COMMON STOCK)"
"6235","WHLRD","(WHEELER REAL ESTATE INVESTMENT TRUST INC. SERIES D CUMULATIVE PREFERRED STOCK)"
"6236","WHLRP","(WHEELER REAL ESTATE INVESTMENT TRUST INC. CLASS B PREFERRED STOCK)"
"6237","WHR","(Whirlpool)"
"6238","WIA","(WESTERN ASSET INFLATION-LINKED INCOME FUND)"
"6239","WILC","(G Willi-Food International Ltd)"
"6240","WIMI","(WiMi Hologram Cloud)"
"6241","WINA","(Winmark)"
"6242","WING","(Wingstop)"
"6243","WINT","(WINDTREE THERAPEUTICS INC. COMMON STOCK)"
"6244","WIRE","(Encore Wire)"
"6245","WISA","(WISA TECHNOLOGIES INC. COMMON STOCK)"
"6246","WISH","(ContextLogic)"
"6247","WIT","(Wipro Limited)"
"6248","WIW","(WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND)"
"6249","WIX","(Wix.com Ltd.)"
"6250","WK","(Workiva)"
"6251","WKEY","(WISEKEY INTERNATIONAL HOLDING AG AMERICAN DEPOSITARY SHARES)"
"6252","WKHS","(Workhorse Group)"
"6253","WKME","(WalkMe)"
"6254","WKSP","(WORKSPORT LTD. COMMON STOCK)"
"6255","WKSPW","(WORKSPORT LTD. WARRANT)"
"6256","WLDN","(Willdan Group)"
"6257","WLFC","(Willis Lease Finance)"
"6258","WLK","(Westlake Chemical)"
"6259","WLKP","(WESTLAKE CHEMICAL PARTNERS LP)"
"6260","WLMS","(WILLIAMS INDUSTRIAL SERVICES GROUP INC. COMMON STOCK)"
"6261","WLY","(JOHN WILEY & SONS INC. COMMON STOCK)"
"6262","WLYB","(JOHN WILEY & SONS INC. COMMON STOCK)"
"6263","WM","(Waste Management)"
"6264","WMB","(Williams Cos.)"
"6265","WMC","(Western Asset Mortgage)"
"6266","WMG","(Warner Music Group)"
"6267","WMK","(Weis Markets)"
"6268","WMPN","(WILLIAM PENN BANCORPORATION COMMON STOCK)"
"6269","WMS","(Advanced Drainage Systems)"
"6270","WMT","(Walmart)"
"6271","WNC","(Wabash National)"
"6272","WNEB","(Western New England Bancorp)"
"6273","WNS","(WNS (Holdings) Limited)"
"6274","WNW","(Wunong Net Technology)"
"6275","WOOF","(Petco Health & Wellness Company)"
"6276","WOR","(Worthington Industries)"
"6277","WORX","(SCWORX CORP. COMMON STOCK)"
"6278","WOW","(Wideopenwest)"
"6279","WPC","(W. P. Carey)"
"6280","WPCA","(WARBURG PINCUS CAPITAL CORPORATION IA CLASS A ORDINARY SHARES)"
"6281","WPCB","(WARBURG PINCUS CAPITAL CORPORATION IB CLASS A ORDINARY SHARES)"
"6282","WPM","(Wheaton Precious Metals)"
"6283","WPP","(WPP plc)"
"6284","WPRT","(Westport Fuel Systems Inc Common Shares)"
"6285","WRAP","(WRAP TECHNOLOGIES INC. COMMON STOCK)"
"6286","WRB","(W. R. Berkley Corporation)"
"6287","WRBY","(Warby Parker Inc.)"
"6288","WRE","(Washington Real Estate Investment Trust)"
"6289","WRK","(WestRock)"
"6290","WRLD","(World Acceptance)"
"6291","WRN","(WESTERN COPPER AND GOLD CORPORATION COMMON STOCK)"
"6292","WSBC","(Wesbanco)"
"6293","WSFS","(Wsfs Financial)"
"6294","WSM","(Williams-Sonoma)"
"6295","WSO","(Watsco)"
"6296","WSR","(Whitestone Reit)"
"6297","WST","(West Pharmaceutical Services)"
"6298","WSTG","(WAYSIDE TECHNOLOGY GROUP INC. COMMON STOCK)"
"6299","WTBA","(West Bancorporation)"
"6300","WTER","(THE ALKALINE WATER COMPANY INC. COMMON STOCK)"
"6301","WTFC","(Wintrust Financial Corporation)"
"6302","WTFCM","(WINTRUST FINANCIAL CORPORATION FIXED-TO-FLOATING RATE NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES D)"
"6303","WTFCP","(WINTRUST FINANCIAL CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF 6.875% FIXED-RATE RESET NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES E)"
"6304","WTI","(W&t Offshore)"
